percentageTime,cumulativeTime,selfSeconds,calls,selfMs/call,totalMs/call,function,class
0.14,42.86,0.07,694459.0,0.0,0.0,residual_coding_subblockTS,CABACWriter
0.14,43.0,0.07,54001.0,0.0,0.0,xCheckRDCostIntra,EncCu
0.13,43.13,0.07,2550767.0,0.0,0.0,addMVPCandUnscaled,PU
0.12,43.25,0.06,26498916.0,0.0,0.0,roundAffineMv,no_class
0.12,43.37,0.06,6446118.0,0.0,0.0,getBuf,PelStorage
0.12,43.49,0.06,381931.0,0.0,0.0,transform_unit,CABACWriter
0.12,43.61,0.06,29346920.0,0.0,0.0,getRecoBuf,Picture
0.12,43.73,0.06,7227813.0,0.0,0.0,xTZSearchHelp,InterSearch
0.12,43.85,0.06,2520610.0,0.0,0.0,xFwdLfnst,TrQuant
0.12,43.97,0.06,296854.0,0.0,0.0,xGetLMParameters,IntraPrediction
0.12,44.09,0.06,112382.0,0.0,0.0,xGetLumaRecPixels,IntraPrediction
0.12,44.21,0.06,86786.0,0.0,0.0,xCompressCU,EncCu
0.11,44.32,0.06,3314889.0,0.0,0.0,xCheckIdenticalMotion,InterPrediction
0.11,44.43,0.06,1367023.0,0.0,0.0,void addAvg_SSE<,no_class
0.1,44.53,0.05,8186834.0,0.0,0.0,"ModeInfo, 99ul>",unsigned int updateCandList<IntraSearch
0.1,44.63,0.05,2607906.0,0.0,0.0,getArea,CS
0.1,44.73,0.05,1812580.0,0.0,0.0,initCtx,DQIntern
0.1,44.83,0.05,1172307.0,0.0,0.0,xEncIntraHeader,IntraSearch
0.1,44.93,0.05,1044767.0,0.0,0.0,getColocatedMVP,PU
0.1,45.03,0.05,185768.0,0.0,0.0,"pair<long, long> fwdTransformCbCr<-3>",std
0.1,45.13,0.05,96944.0,0.0,0.0,xCheckRDCostInterIMV,EncCu
0.1,45.23,0.05, , , ,restart,BitEstimatorBase
0.09,45.32,0.05,13476475.0,0.0,0.0,isDualITree,CS
0.09,45.41,0.05,4341620.0,0.0,0.0,needsSqrt2Scale,TU
0.08,45.5,0.04,38974112.0,0.0,0.0,isIntra,CU
0.08,45.58,0.04,5499440.0,0.0,0.0,xAddBIOAvg4,InterPrediction
0.08,45.66,0.04,2661883.0,0.0,0.0,transformNxN,TrQuant
0.08,45.74,0.04,1725090.0,0.0,0.0,invTransformNxN,TrQuant
0.08,45.82,0.04,1401037.0,0.0,0.0,void reco_SSE<,no_class
0.08,45.9,0.04,1172307.0,0.0,0.0,xGetIntraFracBitsQT,IntraSearch
0.08,45.98,0.04,757487.0,0.0,0.0,void removeHighFreq_SSE<,no_class
0.08,46.06,0.04,541992.0,0.0,0.0,fillMvpCand,PU
0.08,46.14,0.04,208533.0,0.0,0.0,scaleSignal,AreaBuf<short>
0.08,46.22,0.04,198099.0,0.0,0.0,useSubStructure,CodingStructure
0.08,46.3,0.04,142070.0,0.0,0.0,roundToOutputBitdepth,AreaBuf<short>
0.08,46.38,0.04,100205.0,0.0,0.0,solveEqual,no_class
0.08,46.46,0.04,86786.0,0.0,0.0,isValid,BestEncInfoCache
0.08,46.54,0.04,78582.0,0.0,0.0,getInterMergeCandidates,PU
0.08,46.62,0.04,1092.0,0.0,0.0,deriveFilterCoeffs,EncAdaptiveLoopFilter
0.07,46.69,0.04,21083033.0,0.0,0.0,isDecomp,CodingStructure
0.07,46.76,0.04,4926377.0,0.0,0.0,isTSAllowed,TU
0.07,46.83,0.04,2300685.0,0.0,0.0,setMmvdMergeCandiInfo,MergeCtx
0.07,46.9,0.04, , , ,getRecoBuf,Picture
0.06,46.97,0.03,26927997.0,0.0,0.0,isIBC,CU
0.06,47.03,0.03,5696382.0,0.0,0.0,gnsSolveByChol,AlfCovariance
0.06,47.09,0.03,4093417.0,0.0,0.0,xFracModeBitsIntra,IntraSearch
0.06,47.15,0.03,3289062.0,0.0,0.0,QpParam,QpParam
0.06,47.21,0.03,2693926.0,0.0,0.0,"pair<int, bool> >",void std
0.06,47.27,0.03,1515958.0,0.0,0.0,joint_cb_cr,CABACWriter
0.06,47.33,0.03,1096014.0,0.0,0.0,releaseIntermediateData,CodingStructure
0.06,47.39,0.03,864893.0,0.0,0.0,void reco_SSE<,no_class
0.06,47.45,0.03,672469.0,0.0,0.0,tryMode,EncModeCtrlMTnoRQT
0.06,47.51,0.03,603015.0,0.0,0.0,xGetIntraFracBitsQTChroma,IntraSearch
0.06,47.57,0.03,426208.0,0.0,0.0,xGetSSE,RdCost
0.06,47.63,0.03,374984.0,0.0,0.0,selectICTCandidates,TrQuant
0.06,47.69,0.03,321863.0,0.0,0.0,transform_tree,CABACWriter
0.06,47.75,0.03,297674.0,0.0,0.0,xPredIntraDc,IntraPrediction
0.06,47.81,0.03,185768.0,0.0,0.0,"pair<long, long> fwdTransformCbCr<0>",std
0.06,47.87,0.03,63986.0,0.0,0.0,xITransformSkip,TrQuant
0.06,47.93,0.03,58388.0,0.0,0.0,xCheckModeSplit,EncCu
0.06,47.99,0.03,4936277.0,0.0,0.0,getMotionBuf,CodingStructure
0.05,48.04,0.03,11233901.0,0.0,0.0,getCbf,TU
0.05,48.09,0.03,4981223.0,0.0,0.0,CtxMipFlag,DeriveCtx
0.05,48.14,0.03,1113534.0,0.0,0.0,getPredBuf,CodingStructure
0.05,48.19,0.03,2404793.0,0.0,0.0,reconstruct,AreaBuf<short>
0.05,48.24,0.03,167088.0,0.0,0.0,void xWeightedGeoBlk_SSE<,no_class
0.05,48.29,0.03, , , ,getTrueOrigBuf,Picture
0.04,48.33,0.02,10583425.0,0.0,0.0,isSepTree,CodingUnit
0.04,48.37,0.02,5854320.0,0.0,0.0,xxComputeCrc32c16bit,IbcHashMap
0.04,48.41,0.02,3519651.0,0.0,0.0,xRecalcLumaToChroma,CompArea
0.04,48.45,0.02,3038818.0,0.0,0.0,subblock_merge_flag,CABACWriter
0.04,48.49,0.02,1902508.0,0.0,0.0,"pair<int, int> >",void std
0.04,48.53,0.02,1560867.0,0.0,0.0,UnitArea,UnitArea
0.04,48.57,0.02,1367520.0,0.0,0.0,mts_idx,CABACWriter
0.04,48.61,0.02,1199645.0,0.0,0.0,operator=,CodingUnit
0.04,48.65,0.02,992720.0,0.0,0.0,currTestMode,EncModeCtrl
0.04,48.69,0.02,909814.0,0.0,0.0,removeHighFreq,AreaBuf<short>
0.04,48.73,0.02,781174.0,0.0,0.0,xCheckBestMVP,InterSearch
0.04,48.77,0.02,757862.0,0.0,0.0,isClean,CodingStructure
0.04,48.81,0.02,579380.0,0.0,0.0,xCheckBestMode,EncCu
0.04,48.85,0.02,434515.0,0.0,0.0,getTU,CodingStructure
0.04,48.89,0.02,361014.0,0.0,0.0,xFilterReferenceSamples,IntraPrediction
0.04,48.93,0.02,298353.0,0.0,0.0,getMv,CacheBlkInfoCtrl
0.04,48.97,0.02,285666.0,0.0,0.0,getRecoBuf,CodingStructure
0.04,49.01,0.02,265315.0,0.0,0.0,intra_chroma_pred_mode,CABACWriter
0.04,49.05,0.02,235825.0,0.0,0.0,removeWeightHighFreq,AreaBuf<short>
0.04,49.09,0.02,205290.0,0.0,0.0,splitCurrArea,TUIntraSubPartitioner
0.04,49.13,0.02,189188.0,0.0,0.0,xEncodeInterResidualQT,InterSearch
0.04,49.17,0.02,121246.0,0.0,0.0,setMaxMinDepth,AdaptiveDepthPartitioner
0.04,49.21,0.02,86546.0,0.0,0.0,setFromCs,BestEncInfoCache
0.04,49.25,0.02,70305.0,0.0,0.0,mvp_flag,CABACWriter
0.04,49.29,0.02,28510.0,0.0,0.0,getGeoMergeCandidates,PU
0.04,49.33,0.02,2304.0,0.0,0.0,xSetErrScaleCoeff,QuantRDOQ
0.04,49.37,0.02,40.0,0.0,0.0,reset,BitEstimatorBase
0.04,49.41,0.02,1.0,0.02,0.04,DepQuant,DepQuant
0.04,49.45,0.02, , , ,"pair<long, long> fwdTransformCbCr<2>",std
0.04,49.49,0.02, , , ,xGetIntraFracBitsQTSingleChromaComponent,IntraSearch
0.04,49.53,0.02, , , ,~Quant,Quant
0.03,49.57,0.02,15803317.0,0.0,0.0,isMIP,PU
0.03,49.6,0.02,3740966.0,0.0,0.0,getOrgBuf,CodingStructure
0.03,49.63,0.02,3510990.0,0.0,0.0,setCbfAtDepth,TU
0.03,49.66,0.02,2667639.0,0.0,0.0,getTbAreaAfterCoefZeroOut,TransformUnit
0.03,49.69,0.02,1199436.0,0.0,0.0,getOrgBuf,CodingStructure
0.03,49.72,0.02,403260.0,0.0,0.0,void copyBufferSimd<,no_class
0.03,49.75,0.02,103142.0,0.0,0.0,xFinalPaddedMCForDMVR,InterPrediction
0.03,49.78,0.02,2545040.0,0.0,0.0,init,TransformUnit
0.03,49.81,0.02,88.0,0.0,0.0,traverseCUs,CodingStructure
0.03,49.84,0.02, , , ,wrapClipMv,no_class
0.03,49.87,0.02, , , ,~InterPrediction,InterPrediction
0.03,49.9,0.02, , , ,isSubPuClean,CodingStructure
0.02,49.92,0.01,10695185.0,0.0,0.0,rightShiftMSB,InterPrediction
0.02,49.94,0.01,9730159.0,0.0,0.0,encodeBinsEP,BitEstimatorBase
0.02,49.96,0.01,5626377.0,0.0,0.0,getMinQtSize,PreCalcValues
0.02,49.98,0.01,4499571.0,0.0,0.0,getCoeffs,TransformUnit
0.02,50.0,0.01,4017093.0,0.0,0.0,getTU,CodingStructure
0.02,50.02,0.01,3723983.0,0.0,0.0,extend_ref_line,CABACWriter
0.02,50.04,0.01,3308198.0,0.0,0.0,isBipredRestriction,PU
0.02,50.06,0.01,3257885.0,0.0,0.0,getOrgResiBuf,CodingStructure
0.02,50.08,0.01,2997040.0,0.0,0.0,targetSbtAllowed,CU
0.02,50.1,0.01,2467295.0,0.0,0.0,isSameCtu,CU
0.02,50.12,0.01,2365715.0,0.0,0.0,getNumModesMip,no_class
0.02,50.14,0.01,1661104.0,0.0,0.0,dequant,DQIntern
0.02,50.16,0.01,1398730.0,0.0,0.0,xEncCoeffQT,IntraSearch
0.02,50.18,0.01,1204848.0,0.0,0.0,repositionTo,UnitArea
0.02,50.2,0.01,1140951.0,0.0,0.0,predBlock,MatrixIntraPrediction
0.02,50.22,0.01,1059559.0,0.0,0.0,void simdFilter<,no_class
0.02,50.24,0.01,858909.0,0.0,0.0,residual_lfnst_mode,CABACWriter
0.02,50.26,0.01,681319.0,0.0,0.0,get,dynamic_cache<Ctx>
0.02,50.28,0.01,639485.0,0.0,0.0,getPrevTuCbfAtDepth,TU
0.02,50.3,0.01,585075.0,0.0,0.0,getCoLocatedLumaPU,PU
0.02,50.32,0.01,522515.0,0.0,0.0,xEncodeDontSplit,EncCu
0.02,50.34,0.01,392402.0,0.0,0.0,boundaryDownsampling1D,MatrixIntraPrediction
0.02,50.36,0.01,380276.0,0.0,0.0,void applyPROF_SSE<,no_class
0.02,50.38,0.01,330767.0,0.0,0.0,fastForwardDST7_B4,no_class
0.02,50.4,0.01,277825.0,0.0,0.0,rqt_root_cbf,CABACWriter
0.02,50.42,0.01,243929.0,0.0,0.0,_M_insert_unique_node,std
0.02,50.44,0.01,208529.0,0.0,0.0,fastInverseDST7_B4,no_class
0.02,50.46,0.01,205290.0,0.0,0.0,getTUIntraSubPartitions,PartitionerImpl
0.02,50.48,0.01,196469.0,0.0,0.0,sbt_mode,CABACWriter
0.02,50.5,0.01,196201.0,0.0,0.0,prepareInputForPred,MatrixIntraPrediction
0.02,50.52,0.01,152327.0,0.0,0.0,void removeHighFreq_SSE<,no_class
0.02,50.54,0.01,131532.0,0.0,0.0,finishCULevel,EncModeCtrlMTnoRQT
0.02,50.56,0.01,111762.0,0.0,0.0,quant,QuantRDOQ
0.02,50.58,0.01,108726.0,0.0,0.0,getPredBuf,CodingStructure
0.02,50.6,0.01,106842.0,0.0,0.0,residual_codingTS,CABACWriter
0.02,50.62,0.01,95920.0,0.0,0.0,xGetErrScaleCoeff,QuantRDOQ
0.02,50.64,0.01,63986.0,0.0,0.0,dequant,Quant
0.02,50.66,0.01,60710.0,0.0,0.0,"ModeInfo, 99ul>",void IntraSearch
0.02,50.68,0.01,45079.0,0.0,0.0,symmvdCheckBestMvp,InterSearch
0.02,50.7,0.01,40291.0,0.0,0.0,calculateChromaAdjVpduNei,Reshape
0.02,50.72,0.01,37448.0,0.0,0.0,getCUSubPartitions,PartitionerImpl
0.02,50.74,0.01,27222.0,0.0,0.0,_M_realloc_insert<GeoMergeCombo>,void std
0.02,50.76,0.01,25252.0,0.0,0.0,getAffineMergeCand,PU
0.02,50.78,0.01,12706.0,0.0,0.0,saveBestSbt,SaveLoadEncInfoSbt
0.02,50.8,0.01,6365.0,0.0,0.0,xReuseCachedResult,EncCu
0.02,50.82,0.01,1252.0,0.0,0.0,getMaxTuTiling,PartitionerImpl
0.02,50.84,0.01,120.0,0.0,0.0,getBlkStats,EncSampleAdaptiveOffset
0.02,50.86,0.01,80.0,0.0,0.0,getBlkStatsCcAlf,EncAdaptiveLoopFilter
0.02,50.88,0.01,40.0,0.0,0.0,init,BestEncInfoCache
0.02,50.9,0.01,40.0,0.0,0.0,initCTUEncoding,EncModeCtrlMTnoRQT
0.02,50.92,0.01,12.0,0.0,0.0,applyMotion,EncTemporalFilter
0.02,50.94,0.01,1.0,0.01,0.01,initGeoTemplate,no_class
0.02,50.96,0.01,1.0,0.01,0.01,MatrixIntraPrediction,MatrixIntraPrediction
0.02,50.98,0.01, , , ,void invTransformCbCr<2>,no_class
0.02,51.0,0.01, , , ,setEarlySkipDetected,EncModeCtrl
0.02,51.02,0.01, , , ,PLTSearch,IntraSearch
0.02,51.04,0.01, , , ,align,BitEstimatorBase
0.02,51.06,0.01, , , ,xGetSAD_full,RdCost
0.02,51.08,0.01, , , ,getResiBuf,Picture
0.02,51.1,0.01, , , ,getPredBuf,CodingStructure
0.02,51.12,0.01, , , ,chromaPos,CompArea
0.01,51.13,0.01,5542691.0,0.0,0.0,getICTMode,TU
0.01,51.14,0.01,3777873.0,0.0,0.0,getMotionBuf,PredictionUnit
0.01,51.15,0.01,1199884.0,0.0,0.0,setDistParam,RdCost
0.01,51.16,0.01,1086769.0,0.0,0.0,isPLT,CU
0.01,51.17,0.01,903034.0,0.0,0.0,getISPType,CU
0.01,51.18,0.01,702137.0,0.0,0.0,isISPLast,CU
0.01,51.19,0.01,568395.0,0.0,0.0,checkCCLMAllowed,CodingUnit
0.01,51.2,0.01,284834.0,0.0,0.0,hasSubCUNonZeroMVd,CU
0.01,51.21,0.01,212691.0,0.0,0.0,addAffineMVPCandUnscaled,PU
0.01,51.22,0.01,174159.0,0.0,0.0,xGetBlkBits,InterSearch
0.01,51.23,0.01,138335.0,0.0,0.0,hasSubCUNonZeroAffineMVd,CU
0.01,51.24,0.01,106510.0,0.0,0.0,clipColPos,no_class
0.01,51.25,0.01,40291.0,0.0,0.0,setChromaAdj,TransformUnit
0.01,51.26,0.01,13187.0,0.0,0.0,traverseTUs,CU
0.01,51.27,0.01,210.0,0.0,0.0,xGetSSE16N,RdCost
0.01,51.28,0.01,9.0,0.0,0.0,initWeightIdxBits,InterSearch
0.01,51.29,0.01, , , ,getOrgResiBuf,CodingStructure
0.01,51.3,0.01, , , ,resetTileSliceInfo,PPS
0.01,51.31,0.01, , , ,aligned_malloc<bool>,bool* detail
0.01,51.32,0.01, , , ,getTrueOrgBuf,CodingStructure
0.01,51.33,0.01, , , ,getEstFracBits,BitEstimatorBase
0.0,51.33,0.0,12585417.0,0.0,0.0,resetBits,BitEstimatorBase
0.0,51.33,0.0,5624949.0,0.0,0.0,getMaxBtSize,PreCalcValues
0.0,51.33,0.0,5253028.0,0.0,0.0,getMaxTtSize,PreCalcValues
0.0,51.33,0.0,3598581.0,0.0,0.0,xWriteTruncBinCode,CABACWriter
0.0,51.33,0.0,3232122.0,0.0,0.0,getMotionInfo,CodingStructure
0.0,51.33,0.0,2678895.0,0.0,0.0,PartLevel,PartLevel
0.0,51.33,0.0,2561916.0,0.0,0.0,getMipSizeId,no_class
0.0,51.33,0.0,2545040.0,0.0,0.0,initData,TransformUnit
0.0,51.33,0.0,1812580.0,0.0,0.0,xSetSigSbbFracBits,DQIntern
0.0,51.33,0.0,1725090.0,0.0,0.0,xDeQuant,TrQuant
0.0,51.33,0.0,1464069.0,0.0,0.0,setReferenceArrayLengths,IntraPrediction
0.0,51.33,0.0,1221936.0,0.0,0.0,convertMvFixedToFloat,no_class
0.0,51.33,0.0,1153121.0,0.0,0.0,bdpcm_mode,CABACWriter
0.0,51.33,0.0,1076984.0,0.0,0.0,predInterSearch,InterSearch
0.0,51.33,0.0,988001.0,0.0,0.0,isFirstTBInPredReg,CU
0.0,51.33,0.0,951611.0,0.0,0.0,lumaPos,CompArea
0.0,51.33,0.0,904396.0,0.0,0.0,predictionUpsampling,MatrixIntraPrediction
0.0,51.33,0.0,849751.0,0.0,0.0,getSbtTuSplit,CodingUnit
0.0,51.33,0.0,830014.0,0.0,0.0,xCopyAMVPInfo,InterSearch
0.0,51.33,0.0,806147.0,0.0,0.0,copyFrom,UnitBuf<short>
0.0,51.33,0.0,779722.0,0.0,0.0,getWideAngle,PU
0.0,51.33,0.0,779722.0,0.0,0.0,getLFNSTIntraMode,TrQuant
0.0,51.33,0.0,777955.0,0.0,0.0,CtxSkipFlag,DeriveCtx
0.0,51.33,0.0,767560.0,0.0,0.0,getSplitSeries,Partitioner
0.0,51.33,0.0,731790.0,0.0,0.0,xxCalcBlockHash,IbcHashMap
0.0,51.33,0.0,682612.0,0.0,0.0,getDistScaleFactor,PU
0.0,51.33,0.0,639485.0,0.0,0.0,getPrevTU,TU
0.0,51.33,0.0,604440.0,0.0,0.0,getPcmbuf,TransformUnit
0.0,51.33,0.0,556975.0,0.0,0.0,xCheckDQP,EncCu
0.0,51.33,0.0,553606.0,0.0,0.0,traverseTUs,CU
0.0,51.33,0.0,535916.0,0.0,0.0,xSetSearchRange,InterSearch
0.0,51.33,0.0,448206.0,0.0,0.0,isISPFirst,CU
0.0,51.33,0.0,419076.0,0.0,0.0,nextMode,EncModeCtrl
0.0,51.33,0.0,407070.0,0.0,0.0,getSbtIdx,CU
0.0,51.33,0.0,375887.0,0.0,0.0,numSbtModeRdo,CU
0.0,51.33,0.0,363937.0,0.0,0.0,operator=,PredictionUnit
0.0,51.33,0.0,346270.0,0.0,0.0,addPUs,CU
0.0,51.33,0.0,337162.0,0.0,0.0,CtxPredModeFlag,DeriveCtx
0.0,51.33,0.0,327744.0,0.0,0.0,_M_realloc_insert<int const&>,void std
0.0,51.33,0.0,321863.0,0.0,0.0,adaptive_color_transform,CABACWriter
0.0,51.33,0.0,316965.0,0.0,0.0,getTileIdx,PPS
0.0,51.33,0.0,304772.0,0.0,0.0,xPrefetch,InterPrediction
0.0,51.33,0.0,298992.0,0.0,0.0,xCalcHADs2x2,RdCost
0.0,51.33,0.0,296854.0,0.0,0.0,linearTransform,AreaBuf<short>
0.0,51.33,0.0,280299.0,0.0,0.0,getChromaAdj,TransformUnit
0.0,51.33,0.0,252462.0,0.0,0.0,operator=,Ctx
0.0,51.33,0.0,252425.0,0.0,0.0,_M_fill_insert,std
0.0,51.33,0.0,243930.0,0.0,0.0,_M_realloc_insert<Position const&>,void std
0.0,51.33,0.0,235745.0,0.0,0.0,getBcwIdx,CacheBlkInfoCtrl
0.0,51.33,0.0,230222.0,0.0,0.0,getSbtPosFromSbtMode,CU
0.0,51.33,0.0,218925.0,0.0,0.0,xGetSymbolFracBitsInter,InterSearch
0.0,51.33,0.0,205290.0,0.0,0.0,exitCurrSplit,TUIntraSubPartitioner
0.0,51.33,0.0,204060.0,0.0,0.0,affine_amvr_mode,CABACWriter
0.0,51.33,0.0,204060.0,0.0,0.0,isBcwIdxCoded,CU
0.0,51.33,0.0,201970.0,0.0,0.0,skipSbtByRDCost,InterSearch
0.0,51.33,0.0,199300.0,0.0,0.0,getNumPUs,CU
0.0,51.33,0.0,195512.0,0.0,0.0,getPredBuf,Picture
0.0,51.33,0.0,194913.0,0.0,0.0,xIntraCodingLumaISP,IntraSearch
0.0,51.33,0.0,191867.0,0.0,0.0,canUseLfnstWithISP,CU
0.0,51.33,0.0,187366.0,0.0,0.0,void linTf_SSE_entry<,no_class
0.0,51.33,0.0,170026.0,0.0,0.0,getIntraChromaCandModes,PU
0.0,51.33,0.0,167088.0,0.0,0.0,weightedGeoBlk,InterpolationFilter
0.0,51.33,0.0,159621.0,0.0,0.0,weightedGeoBlk,InterPrediction
0.0,51.33,0.0,144337.0,0.0,0.0,xExtDIFUpSamplingH,InterSearch
0.0,51.33,0.0,136466.0,0.0,0.0,motionCompensation,InterPrediction
0.0,51.33,0.0,126720.0,0.0,0.0,calcCovarianceCcAlf,EncAdaptiveLoopFilter
0.0,51.33,0.0,125394.0,0.0,0.0,intra_chroma_pred_modes,CABACWriter
0.0,51.33,0.0,121157.0,0.0,0.0,checkSkipOtherLfnst,EncModeCtrlMTnoRQT
0.0,51.33,0.0,115624.0,0.0,0.0,void invTransformCbCr<-1>,no_class
0.0,51.33,0.0,109736.0,0.0,0.0,subBuf,UnitBuf<short>
0.0,51.33,0.0,105126.0,0.0,0.0,void simdFilter<,no_class
0.0,51.33,0.0,103142.0,0.0,0.0,xDMVRSubPixelErrorSurface,no_class
0.0,51.33,0.0,102165.0,0.0,0.0,canUseLfnstWithISP,CU
